usaf,wban,name,country,state,call,lat,lon,elev,begin,end
718041,99999,BUCHANS,CA,"","",48.85,-56.833,+0276.0,19550702,19630731
718045,99999,BADGER,CA,"","",48.967,-56.067,+0105.0,19770701,19830501
718050,99999,ST PIERRE,SB,"",LFVP,46.763,-56.176,+0008.2,19770701,20170324
718059,99999,BOGUS CANADIAN,CA,"","",0,0,-0999.0,19850208,19850723
718064,99999,CONNE RIVER (AUT),CA,"",CWFY,48.17,-55.48,+0183.0,19920505,19960103
718070,99999,ARGENTIA (AUT),CA,"",CWAR,47.3,-53.983,+0019.0,19450301,20170324
718090,99999,DEER LAKE A,CA,"",CYDF,49.217,-57.4,+0021.9,19770701,20170324
718091,99999,BELLE ISLE,CA,"","",51.883,-55.383,+0130.0,19550702,19630731
718103,99999,PORT MENIER,CA,"",CYPN,49.836,-64.289,+0050.9,19810820,19921201
718105,99999,HAVRE ST-PIERRE,CA,"","",50.25,-63.6,+0006.0,19770701,19941220
718113,99999,NEMISCAU ARPT(SAWR),CA,"",CYHH,51.7,-76.117,+0244.0,19811124,20151030
718141,99999,HARRINGTON HARBOUR,CA,"","",50.533,-59.5,+0003.0,19770701,19781101
718160,99999,GOOSE BAY,CA,"",CYYR,53.317,-60.417,+0048.8,19420321,20170324
718173,99999,MARY'S HARBOUR,CA,"","",52.3,-55.817,+0012.0,19900724,20101026
718174,99999,"","","","",,,"",19790131,19790628
718175,99999,QUAKER HAT (MAPS),CA,"","",54.733,-57.35,+0038.0,19811130,19880105
718180,99999,CARTWRIGHT,CA,"",CWCA,53.717,-57.033,+0014.0,19550702,20170324
718184,99999,CARTWRIGHT (MAN),CA,"",CYCA,53.683,-57.033,+0012.0,19790131,19791006
718190,99999,ST.ANTHONY,CA,"",CYAY,51.4,-56.067,+0032.9,19550702,20170324
718210,99999,MATAGAMI A,CA,"","",49.75,-77.8,+0281.3,19770701,20120504
718211,99999,"","","","",,,"",19550702,19600229
718213,99999,MATAGAMI (READAC),CA,"","",49.767,-77.833,+0281.0,19910801,19921210
718220,99999,CHAPAIS,CA,"",CYMT,49.772,-74.528,+0387.1,19770701,20170324
718240,99999,CHAPAIS  QUE,CA,"",CWUK,49.817,-74.967,+0381.0,20040824,20170324
718250,99999,WABUSH,CA,"",CYWK,52.922,-66.864,+0551.1,19601102,20170324
718260,99999,PANGNIRTUNG  NU,CA,"",CWXP,66.15,-65.717,+0023.0,19770701,20170324
718261,99999,SNITCHQUON,CA,"","",53.2,-70.9,+0572.0,19550702,19630731
718274,99999,OPINACA,CA,"","",52.217,-76.6,+0208.0,19781205,19790822
718276,99999,LA GRANDE IV ARPT,CA,"","",53,-73.383,+0283.0,19781205,19860413
718290,99999,BAIE COMEAU  QUE,CA,"",CWFW,49.25,-68.133,+0130.0,19960301,20170324
718320,99999,NAGAGAMI (AUT)  ONT,CA,"",CWNZ,49.733,-84.15,+0264.0,19820101,20170324
718340,99999,GERALDTON GREENSTONE REGIONAL,CA,"",CYGQ,49.778,-86.939,+0348.7,19820101,20170324
718344,99999,GERALDTON AIRPORT &,CA,"","",49.7,-86.95,+0331.0,19820101,19830401
718350,99999,PICKLE LAKE (AUT),CA,"",CWPL,51.45,-90.217,+0391.0,19910801,20170324
718355,99999,MOOSONEE (SAWR),CA,"","",51.267,-80.65,+0010.0,19820101,19910204
718364,99999,EASTMAIN RIVER ARPT,CA,"",CZEM,52.233,-78.517,+0008.0,19851106,19970224
718365,99999,MOOSONEE A,CA,"","",51.283,-80.6,+0009.0,19550702,19960603
718366,99999,ONAKAWANA (AUT),CA,"","",50.6,-81.42,+0042.0,19940818,19940916
718390,99999,BULLHORN COULEE RESEVOIR,CA,"",CPBR,49.3,-113.367,+1115.0,20090801,20170324
718410,99999,ARMSTRONG (AUT)  ONT,CA,"",CWYW,50.283,-88.9,+0323.0,19500101,20170324
718420,99999,SIOUX LOOKOUT AIRPORT,CA,"",CYXL,50.117,-91.9,+0383.4,19550702,20170324
718424,99999,HAMILTON RBG,CA,"","",43.283,-79.9,+0102.0,20040810,20041013
718425,99999,DRYDEN RGNL,CA,ON,CYHD,49.833,-92.733,+0413.0,19820101,20101209
718426,99999,DELHI,CA,"","",42.867,-80.55,+0232.0,20040510,20101231
718427,99999,HARROW ON,CA,"","",42.033,-82.9,+0191.0,20040510,20120522
718428,99999,BERENS RIVER,CA,"",CYBV,52.35,-97.033,+0222.0,20040518,20170324
718429,99999,CHESTERFIELD INLET,CA,"",CYCS,63.333,-90.717,+0011.0,20040510,20170324
718431,99999,KANGIQSUJUAQ,CA,"",CYKG,61.583,-71.933,+0151.0,19550702,20170323
718432,99999,AKULIVIK,CA,"",CYKO,60.819,-78.149,+0022.9,20040518,20170324
718435,99999,KANGIKSUALUJJUAQ,CA,"",CYLU,58.717,-65.983,+0060.0,20040518,20170324
718436,99999,DE WEMINDJI,CA,"",CYNC,53.017,-78.833,+0015.0,20040510,20170324
718437,99999,RAE LAKES,CA,"",CYRA,64.117,-117.367,+0213.0,20040525,20170324
718438,99999,SUFFIELD,CA,"",CYSD,50.267,-111.183,+0770.0,20040512,20150331
718440,99999,BIG TROUT LAKE READAC,CA,"","",53.817,-89.9,+0222.0,19911201,20131212
718441,99999,CAPE PARRY,CA,"","",70.1,-124.717,+0087.0,20040510,20101014
718450,99999,PICKLE LAKE  A,CA,"",CYPL,51.45,-90.2,+0386.2,19551027,20170324
718470,99999,DRYDEN A  ONT,CA,"","",49.833,-92.75,+0413.0,20010912,20050120
718500,99999,KENORA A,CA,"",CYQK,49.783,-94.367,+0406.0,19550704,20170324
718520,99999,WINNIPEG INTL,CA,"",CYWG,49.91,-97.24,+0238.7,19550702,20170324
718530,99999,SHILO,CA,"",CWLO,49.783,-99.633,+0373.0,19930802,20130703
718531,99999,MACDONALD,CA,"","",50.083,-98.45,+0255.0,19550702,19590515
718535,99999,SPRAGUE (AUTO8),CA,"","",49.017,-95.6,+0329.0,19881223,19950605
718540,99999,RED LAKE,CA,"",CYRL,51.067,-93.793,+0385.6,19551102,20170324
718550,99999,DAUPHIN AIRPORT,CA,"","",51.1,-100.05,+0305.0,19550702,20120504
718553,99999,DAUPHIN (AUTOB),CA,"","",51.1,-100.05,+0305.0,19910109,19910315
718560,99999,GIMLI INDUSTRIAL,CA,"","",50.617,-97.033,+0232.0,19500101,20170310
718570,99999,TULLIBY LAKE AGCM,CA,"",CPTU,53.65,-110.067,+0596.0,20040120,20170324
718571,99999,WABOWDEN,CA,"","",54.917,-98.633,+0233.0,19550702,19870331
718576,99999,FLIN FLON (AUTO8),CA,"","",54.683,-101.7,+0304.0,19881209,19950605
718590,99999,BERENS RIVER,CA,"","",52.35,-97.033,+0222.0,19850618,20101126
718593,99999,MELITA (AUTO8),CA,"","",49.283,-100.983,+0455.0,19881223,19900530
718600,99999,SPRINGBANK A,CA,"",CYBW,51.1,-114.367,+1200.0,20030330,20170324
718610,99999,BROADVIEW  SASK,CA,"",CWIK,50.367,-102.567,+0600.0,19550702,20170324
718614,99999,BROADVIEW         &,CA,"",YDR,50.383,-102.583,+0599.0,19790131,19790604
718620,99999,ESTEVAN A,CA,"",CYEN,49.217,-102.967,+0580.6,19550702,20170324
718650,99999,WYNYARD (AUT)  SASK,CA,"",CWOY,51.767,-104.2,+0560.0,19550702,20170324
718660,99999,SASKATOON J G DIEFENBAKER INT,CA,"",CYXE,52.167,-106.7,+0503.8,19550702,20170324
718665,99999,ELBOW,CA,"","",51.133,-106.583,+0594.0,19770701,19830501
718670,99999,THE PAS AIRPORT,CA,"",CYQD,53.967,-101.1,+0270.4,19421218,20170324
718690,99999,PRINCE ALBERT GLASS FIELD,CA,"",CYPA,53.214,-105.673,+0428.2,19550702,20170324
718700,99999,SWIFT CURRENT ARPT,CA,"","",50.3,-107.683,+0817.0,19550702,20120504
718724,99999,ESTHER 1,CA,"","",51.667,-110.2,+0707.0,19921008,19930330
718735,99999,CORONATION (AUT),CA,"","",52.067,-111.467,+0791.0,19770701,20101231
718740,99999,BATHURST INLET,CA,"",CNBI,66.833,-108.017,+0005.0,19550702,20170324
718743,99999,MILK RIVER,CA,"","",49.133,-112.05,+1050.0,19910801,19930330
718753,99999,PINCHER CREEK (AUT),CA,"","",49.5,-113.95,+1154.0,19910711,19910908
718755,99999,PINCHER CREEK,CA,"","",49.517,-114,+1220.0,19811124,20110608
718756,99999,CLARESHOLM (AUTO8),CA,"","",50,-113.633,+1012.0,19920219,19940314
718775,99999,GOLDEN ARPT,CA,"",CYGE,51.3,-116.967,+0787.0,19770701,19970224
718778,99999,COP UPPER,CA,"","",51.083,-114.217,+1235.0,19920807,19930330
718800,99999,CRANBROOK A,CA,"",CYXC,49.617,-115.783,+0939.4,19770701,20170324
718801,99999,WASA,CA,"","",49.733,-115.783,+0920.0,19550702,19630731
718823,99999,REVELSTOKE (AUTOB),CA,"","",50.967,-118.2,+0443.0,19890616,19921210
718830,99999,BLUE RIVER,CA,"",CYCP,52.117,-119.283,+0682.8,19770701,20170324
718835,99999,NELSON (AUTO8)    &,CA,"","",49.5,-117.3,+0535.0,19921216,19950414
718840,99999,CASTLEGAR,CA,"",CYCG,49.296,-117.633,+0495.0,19770701,20170324
718843,99999,NAKUSP (AUTO8)    &,CA,"","",50.267,-117.817,+0512.0,19910204,19950414
718860,99999,YORKTON,CA,"","",51.267,-102.467,+0498.4,19550702,20170324
718880,99999,VIKING AGCM,CA,"",CPVA,53.183,-111.733,+0711.0,19550702,20170324
718900,99999,NANAIMO,CA,"",CYCD,49.052,-123.87,+0028.3,19550702,20170324
718903,99999,PAM ROCKS,CA,"",WAS,49.483,-123.283,+0000.0,19870612,19950605
718904,99999,SISTERS IL AUTO8  &,CA,"","",49.483,-124.433,+0000.0,19921008,19950414
718910,99999,LYTTON,CA,"",CWLY,50.23,-121.58,+0229.0,19550702,20170324
718915,99999,HOPE SLIDE,CA,"",CWKV,49.28,-121.23,+0674.0,19770701,20030515
718916,99999,CAPE MUDGE,CA,"",CWAD,50,-125.2,+0005.0,19770701,20011214
718917,99999,108 MILE HOUSE,CA,"",WOF,51.733,-121.333,+0953.0,19920807,19950414
718918,99999,PEMBERTON,CA,"",CYPS,50.303,-122.738,+0204.2,20100104,20100403
718920,99999,VANCOUVER INTL,CA,"",CYVR,49.194,-123.184,+0004.3,19550702,20170324
718925,99999,VANCOUVER HARBOUR,CA,"","",49.3,-123.117,+0005.0,19770701,19800227
718926,99999,VANCOUVER HARBOUR &,CA,"",YHC,49.3,-123.117,+0005.0,19790131,19790604
718935,99999,POWELL RIVER,CA,"","",49.817,-124.5,+0120.0,19770701,19831205
718937,99999,CHATHAM POINT,CA,"",CWFM,50.33,-125.43,+0023.0,19770701,20011213
718940,99999,ESTEVAN POINT CS  BC,CA,"",CWEB,49.383,-126.55,+0007.0,19550702,20170324
718955,25237,HOLBERG,CA,"",WHJ,50.65,-128.05,+0579.0,19770701,19900317
718980,99999,PRINCE RUPERT,CA,"",CYPR,54.283,-130.45,+0035.4,19550702,20170324
718985,99999,BONILLA ISLAND    &,CA,"",WVB,53.5,-130.633,+0018.0,19770702,19781126
718990,25343,LANGARA,CA,BC,CWJU,54.25,-133.05,+0041.0,19770701,20170324
718990,99999,LANGARA,CA,"",CWJU,54.25,-133.05,+0041.0,20000101,20041231
719000,99999,HOPEDALE (AUT)  NFLD,CA,"",CWHO,55.45,-60.217,+0012.0,19550702,20170324
719010,99999,BORDER (AUT),CA,"",CWTB,55.33,-63.22,+0479.0,19770701,20050723
719025,99999,KILLINEK (MAPS)   &,CA,"","",60.417,-64.85,+0031.0,19860801,19900530
719035,99999,QUAQTAQ,CA,"",CYHA,61.046,-69.618,+0032.0,20050104,20170324
719040,99999,WIMBORBE AGCM,CA,"",CPWB,51.933,-113.583,+0940.0,19770701,20170324
719050,99999,MONTREAL INTL MIRABEL,CA,"",CYMX,45.683,-74.033,+0082.3,19560101,20170324
719064,99999,TASIUJAQ A,CA,"",CYTQ,58.667,-69.95,+0031.0,19920505,20170324
719065,99999,KANGIKSUALUJJUAQ A,CA,"",CYLU,58.717,-65.983,+0060.0,19940830,19970224
719070,99999,INUKJUAK A UA,CA,"",CWPH,58.467,-78.083,+0025.0,19340101,20170324
719090,99999,IQALUIT,CA,"",CYFB,63.756,-68.556,+0033.5,19420301,20170324
719094,99999,KIMMIRUT A NWT,CA,"",CYLC,62.85,-69.883,+0053.0,19340101,20170324
719110,99999,SHEPHERD BAY A,CA,"",CYUS,68.817,-93.433,+0043.0,19770701,20170324
719111,99999,"","","","",,,"",19471015,19560831
719120,99999,GILLAM AIRPORT,CA,"",CYGX,56.35,-94.717,+0145.0,19430325,20170324
719123,99999,GILLAM (AUTOB),CA,"","",56.367,-94.7,+0145.0,19881209,20070307
719141,99999,SPENCE BAY AIRPORT&,CA,"","",69.55,-93.583,+0026.0,19830725,19900206
719143,99999,NANISIVIK,CA,"",CYSR,72.982,-84.614,+0641.9,19880105,20110113
719144,99999,SPENCE BAY AIRPORT&,CA,"",WYH,69.55,-93.583,+0026.0,19810310,19830426
719145,99999,TALOYOAK,CA,"",CYYH,69.547,-93.577,+0028.0,19550702,20170324
719150,99999,CORAL HARBOUR,CA,"",CYZS,64.193,-83.359,+0064.0,19430301,20170324
719154,99999,PELLE BAY,CA,"","",68.433,-89.6,+0090.0,19810220,19870513
719155,99999,CARVEL RADAR,CA,"","",53.57,-114.15,+0000.0,19810220,19840608
719156,99999,GJOA HAVEN,CA,"","",68.633,-95.85,+0048.0,19840824,20121231
719164,99999,CHESTERFIELD INLET&,CA,"",CYCS,63.333,-90.717,+0006.0,19340101,19970309
719170,99999,EUREKA,CA,"",CWEU,79.983,-85.933,+0010.0,19470501,20170324
719175,99999,SKULL POINT (AUT),CA,"","",80,-86.43,+0037.0,19880513,19890215
719176,99999,WHISKEY (AUT),CA,"",CWKU,81.03,-76.95,+0829.0,19880513,19890215
719180,99999,CAM FOUR,CA,"",CWRF,68.433,-89.717,+0324.5,19770723,20170324
719190,99999,PELLY BAY,CA,"",CWKE,68.433,-89.717,+0326.0,19770701,20050722
719204,99999,CREE LAKE (MAPS),CA,"",YFN,57.35,-107.133,+0499.0,19790131,19790604
719234,99999,ENNADI LAKE,CA,"","",61.133,-100.917,+0323.0,19790131,19790604
719246,99999,GRISE FIORD AIRPORT,CA,"",CWGZ,76.417,-82.9,+0045.0,19781116,20170324
719249,99999,BLACK TOP RIDGE (AUT),CA,"","",80,-85.42,+0619.0,19880513,19890215
719250,99999,CAMBRIDGE BAY,CA,"",CYCB,69.108,-105.138,+0027.4,19341001,20170324
719270,99999,NORTH COWICHAN,CA,"","",48.817,-123.717,+0060.0,19570802,20170324
719290,99999,BYRON BAY AIRPORT,CA,"",CYUK,68.75,-109.067,+0092.0,19570801,20020224
719303,99999,DEVON ISLAND,CA,"","",74.5,-83.5,+0000.0,19451016,19480101
719310,99999,POOLS ISLAND,CA,"",CWLB,49.1,-53.567,+0019.0,19550702,20170324
719320,99999,FORT MCMURRAY AWOS ARPT,CA,"","",56.65,-111.217,+0369.0,19430201,20120215
719323,99999,RED EARTH,CA,"","",56.533,-115.267,+0546.0,19920219,19930615
719330,99999,FORT CHIPEWYAN A,CA,"",CYPY,58.767,-111.117,+0232.0,19770701,20170324
719333,99999,SOUSA CRK(AVT),CA,"","",58.583,-118.5,+0373.0,19910108,19930615
719334,99999,FORT CHIPEWYAN AUTOMATED REPO,CA,"","",58.77,-111.13,+0232.0,19910801,19931014
719350,99999,HAY RIVER A,CA,"",CYHY,60.833,-115.783,+0165.5,19340101,20170324
719353,99999,"","","","",,,"",19430301,19480101
719370,99999,LADY FRANKLIN POINT,CA,"",CYUJ,68.5,-113.217,+0021.0,19770701,20050619
719371,99999,"","","","",,,"",19420901,19610129
719390,26114,CAPE YOUNG AIRPORT,CA,NU,CYUI,68.933,-116.917,+0016.0,19770701,20050322
719391,99999,BEATTON RIVER,CA,"","",57.383,-121.383,+0840.0,19550702,19630731
719400,99999,GRANDE PRAIRIE,CA,"",CYQU,55.18,-118.885,+0669.0,19550702,20170324
719421,99999,FAIRVIEW          &,CA,"","",56.083,-118.433,+0655.0,19550702,19630731
719430,99999,FORT ST JOHN,CA,"",CYXJ,56.238,-120.74,+0694.9,19420701,20170324
719440,99999,MACKENZIE,CA,"",CYZY,55.3,-123.133,+0690.1,19770701,20170324
719445,99999,INGENIKA POINT,CA,"","",56.8,-124.9,+0680.0,19990104,20050208
719446,99999,PINK MOUNTAIN 2,CA,"",CWCG,57.033,-122.533,+1067.0,19861016,19950501
719456,99999,MUNCHO LAKE,CA,"","",58.917,-125.767,+0835.0,19430916,19450818
719458,99999,FORT LIARD AIRPORT,CA,"",CYJF,60.233,-123.467,+0213.0,19831201,19970224
719460,99999,FORT SIMPSON,CA,"",CYFS,61.76,-121.237,+0169.2,19340101,20170324
719463,99999,INNER WHALEBACKS,CA,"","",61.917,-113.717,+0165.0,19880901,19930615
719467,99999,FORT PROVIDENCE,CA,"","",61.317,-117.6,+0162.0,19430204,19461201
719485,99999,PAULATUK,CA,"",CYPC,69.361,-124.059,+0005.5,19830725,20170324
719491,99999,WHITCOURT,CA,"","",54.133,-115.783,+0802.0,19400101,20120420
719492,99999,SAINT-ROCK-DES-AULNAIES,CA,"",CMSR,47.28,-70.17,+0048.0,20050228,20061103
719493,99999,FARO,CA,"",CZFA,62.208,-133.376,+0716.6,19840203,20170324
719494,99999,HOLMAN,CA,"",CYHI,70.763,-117.806,+0035.7,19500101,20170324
719520,99999,BURNS LAKE CAMPBELL SCIENTIFI,CA,"",CWPZ,54.383,-125.95,+0713.0,19770701,20041231
719523,99999,LUCY ISL (LGT-H),CA,"",WLC,54.3,-130.6,+0027.0,19900724,19960523
719524,99999,BURNS LAKE        &,CA,"","",54.233,-125.767,+0704.0,19790131,19910611
719525,99999,BURNS LAKE,CA,"","",54.233,-125.767,+0704.0,19921008,20070307
719531,99999,"","","","",,,"",19381001,19630731
719540,26394,FLIN FLON,CA,MB,CWFO,54.683,-101.683,+0304.0,19950101,20170324
719540,99999,FLON FLON,CA,"",CWFO,54.683,-101.683,+0303.9,20000101,20041231
719550,99999,STEWART,CA,"",CZST,55.933,-129.983,+0007.3,19770701,20170324
719560,99999,GORE BAY CLIMATE,CA,"",CTZE,45.883,-82.567,+0188.0,19770701,20170324
719564,99999,NICHOLSON PENINSUL&,CA,"","",69.9,-128.967,+0098.0,19790131,19790131
719573,99999,LITTLE CHICAGO,CA,"","",67.2,-130.217,+0063.0,19910911,19930615
719574,99999,FORT MCPHERSON,CA,"",CZFM,67.408,-134.861,+0035.4,19781205,20170324
719575,99999,AKLAVIK,CA,"",CYKD,68.223,-135.006,+0006.4,19781205,20170324
719580,99999,DEASE LAKE,CA,"",CWDL,58.433,-130.017,+0807.0,19440916,20121115
719584,99999,DEASE LAKE,CA,"",YDL,58.417,-130,+0815.0,19790131,19790604
719590,99999,CHETICAMP CS,CA,"",CXCH,46.633,-60.933,+0044.0,20030625,20170324
719594,99999,TUKTOYAKTUK,CA,"",YTW,69.45,-133,+0018.0,19790131,19810417
719595,99999,TUKTOYAKTUK,CA,"",CYUB,69.433,-133.026,+0004.6,19770701,20170324
719620,99999,FORT FRANCES RCS,CA,"","",48.65,-93.433,+0342.0,20080429,20170324
719630,99999,HANBURY RIVER  NWT,CA,"",CWQY,63.6,-105.133,+0317.0,19930607,20170324
719644,99999,FARO A,CA,"","",62.217,-133.367,+0717.0,19811124,19840118
719645,99999,ROSS RIVER AIRPORT,CA,"",CYDM,61.967,-132.433,+0705.0,19440112,19941231
719674,99999,BURWASH,CA,"","",61.367,-139.033,+0827.0,19881107,20120329
719677,99999,HAINES JUNCTION,CA,"","",60.767,-137.583,+0599.0,19790131,19790818
719680,99999,SHINGLE POINT,CA,"",CYUA,68.95,-137.22,+0056.0,19770701,20170324
719681,99999,"","","","",,,"",19340101,19601114
719690,26463,KOMAKUK BEACH ARPT,CA,YT,CYAJ,69.583,-140.183,+0007.0,19770701,19930630
719700,99999,MEADOW LAKE,CA,"","",54.133,-108.517,+0481.0,20071124,20170324
719710,99999,GRISE FIORD CLIMATE,CA,"","",76.417,-82.9,+0045.0,20080401,20170324
719720,99999,RESOLUTION ISLAND,CA,"",CWRH,61.58,-64.65,+0369.0,19981224,20170310
719730,99999,CORNER BROOK,CA,"","",48.933,-57.917,+0152.0,20080401,20170324
719740,99999,AULVIK NATIONAL PARK,CA,"",CWSQ,74.13,-119.98,+0032.0,19961101,20170324
719770,99999,MARGARET LAKE,CA,"","",68.8,-140.85,+0568.0,19950423,20170324
719790,99999,HENDRICKSON CREEK,CA,"",CWPA,53.8,-118.45,+1448.0,19950901,20170324
719800,99999,RABBIT KETTLE  NWT,CA,"",CWQF,61.95,-127.2,+0618.0,19951001,20170324
719810,99999,AZURE,CA,"","",50.5,-114,+1143.0,19941201,20170324
719820,99999,BLACK DIAMOND,CA,"","",50.7,-114.15,+1156.0,19950901,20170324
719830,99999,REA POINT  NU,CA,"",CZRP,75.367,-105.717,+0015.0,19950430,20170112
719860,99999,ATLEE,CA,"","",50.8,-111,+0795.0,19951001,20170324
719880,99999,BRIER ISLAND,CA,"",CWVU,44.283,-66.35,+0016.0,20030617,20170324
719890,99999,MOULD BAY CS  NWT,CA,"",CWAY,76.233,-119.333,+0002.0,20010916,20170324
719984,99999,WEST VENTURE,CA,"",LFXV,0,0,+0020.0,19831130,20140125
719994,99999,SEDCO 710,CA,"",CWQJ,46.5,-48.5,+0000.0,19831104,19900626
720046,99999,NEWHALL,US,CA,K3A6,34.37,-118.57,+0427.0,20040224,20110905
720059,99999,VALLE,US,AZ,K40G,35.651,-112.148,+1828.5,20040408,20040614
720110,53983,LLANO MUNICIPAL AIRPORT,US,TX,KAQO,30.784,-98.662,+0335.9,20050101,20170325
720110,99999,LLANO MUNI,US,TX,KAQO,30.784,-98.662,+0336.0,20040806,20041231
720113,54829,OAKLAND/TROY AIRPORT,US,MI,KVLL,42.543,-83.178,+0218.2,20050101,20170325
720120,63837,HILTON HEAD AIRPORT,US,SC,KHXD,32.217,-80.7,+0007.3,20060101,20170325
720120,99999,HILTON HEAD,US,SC,KHXD,32.217,-80.7,+0006.0,20040904,20051231
720122,99999,BROWNING  STARR-BROWNING AIRS,US,"","",48.6,-113.11,+1419.0,20041030,20041030
720137,04867,MORS MUNI-J.R. WSBRN FD AP,US,IL,KC09,41.425,-88.419,+0178.0,20060101,20170325
720141,04868,MARSHALL CO,US,IL,KC75,41.019,-89.386,+0173.1,20060101,20170325
720159,99999,HIGH ISLAND 264C,US,LA,KH08,28.467,-93.733,+0030.0,20040414,20130510
720160,99999,KEE FLD,US,WV,"",37.6,-81.559,+0543.5,20040803,20051231
720167,99999,RAMONA,US,CA,"",33.033,-116.917,+0424.0,20050419,20051105
720169,99999,WASHINGTON REGIONAL AIRPORT,US,MO,KFYG,38.583,-91,+0148.7,20120209,20170324
720170,63851,METROPOLIS MUNICIPAL AIRPORT,US,IL,KM30,37.186,-88.751,+0117.0,20060101,20170325
720172,53996,MENA INTERMOUNTAIN MUNICIPAL,US,AR,KMEZ,34.545,-94.203,+0328.9,20060101,20170325
720175,99999,MONTICELLO,US,AR,KLLQ,33.633,-91.75,+0084.0,20100920,20170324
720202,00118,TILLAMOOK AIRPORT,US,OR,KTMK,45.417,-123.817,+0011.3,20130101,20170324
720254,99999,CHEHALIS CENTRALIA,US,WA,KCLS,46.677,-122.983,+0053.6,20070216,20170324
720257,99999,EARLY CO,US,GA,KBIJ,31.4,-84.9,+0065.0,20040525,20051231
720258,04997,ISEDOR IVERSON AIRPORT,US,MN,KHZX,46.619,-93.31,+0374.3,20060101,20170325
720259,63844,MACON CO,US,NC,K1A5,35.223,-83.419,+0615.7,20060101,20170325
720259,99999,MACON CO,US,NC,"",35.223,-83.419,+0615.7,20040525,20051231
720261,99999,BRIDGEPORT MUNI,US,TX,KXBP,33.183,-97.833,+0260.0,20040525,20051231
720264,99999,TAZEWELL COUNTY ARPT,US,VA,KJFZ,37.067,-81.8,+0808.0,20040525,20051231
720265,63833,THOMAS C RUSSELL FLD ARPT,US,AL,KALX,32.915,-85.963,+0209.1,20060101,20170325
720268,53882,DCATR CO INDUS AIRPK ARPT,US,GA,KBGE,30.983,-84.633,+0043.0,20060101,20170325
720271,99999,BIG SPRING MCMAHON,US,TX,KBPG,32.217,-101.517,+0784.0,20040525,20051231
720272,99999,SKAGIT RGNL,US,WA,KBVS,48.467,-122.417,+0044.0,20040525,20051231
720273,99999,BAY CITY MUNI,US,TX,KBYY,28.967,-95.867,+0014.0,20040525,20051231
720275,04872,TOLEDO SUBURBAN AIRPORT,US,MI,KDUH,41.736,-83.655,+0203.9,20060101,20170325
720275,99999,LAMBERTVILLE,US,MI,KDUH,41.733,-83.65,+0204.0,20040525,20051231
720276,99999,EDINBURG INTL,US,TX,KEBG,26.442,-98.122,+0023.0,20040525,20051231
720278,03704,EMPORIA-GRENVLE RGNL ARPT,US,VA,KEMV,36.687,-77.483,+0038.7,20060101,20170325
720278,99999,EMPORIA GREENSVILLE,US,VA,KEMV,36.687,-77.483,+0039.0,20040525,20051231
720282,03736,FIRST FLIGHT AIRPORT,US,NC,KFFA,36.018,-75.671,+0004.0,20060101,20170108
720283,04927,FILLMORE COUNTY AIRPORT,US,MN,KFKA,43.677,-92.18,+0388.9,20060101,20170325
720288,03711,HENDERSON-OXFORD AIRPORT,US,NC,KHNZ,36.361,-78.529,+0160.6,20060101,20170325
720288,99999,HENDERSON OXFORD,US,NC,KHNZ,36.367,-78.533,+0161.0,20040525,20051231
720289,63836,THOMSON-MCDUFFIE CO ARPT,US,GA,KHQU,33.53,-82.516,+0151.8,20050101,20170325
720289,99999,THOMSON MCDUFFIE CO,US,GA,KHQU,33.533,-82.517,+0152.0,20040525,20041231
720293,04989,INDEPENDENCE MUNICIPAL APT,US,IA,KIIB,42.453,-91.948,+0298.1,20060101,20170325
720294,53898,WASHINGTON-WILKES CO ARPT,US,GA,KIIY,33.78,-82.816,+0196.6,20061028,20170325
720295,99999,HILLSBORO MUNI,US,TX,KINJ,32.083,-97.1,+0209.0,20040525,20051231
720296,99999,JASPER CO BELL FLD,US,TX,KJAS,30.886,-94.035,+0065.0,20040525,20051231
720297,03730,WILLIAMSBURG-JAMESTOWN APT,US,VA,KJGG,37.239,-76.716,+0014.9,20060101,20170325
720298,53971,CHEROKEE COUNTY AIRPORT,US,TX,KJSO,31.869,-95.218,+0206.4,20060101,20170325
720298,99999,JACKSONVILLE,US,TX,KJSO,31.867,-95.217,+0206.0,20040525,20051231
720299,53966,MID-WAY REGIONAL AIRPORT,US,TX,KJWY,32.456,-96.913,+0228.3,20060101,20170325
720300,99999,WARNER-ROBINS(NEXRAD),US,GA,KJGX,32.683,-83.35,+0159.0,20051224,20051224
720303,99999,HEARNE MUNI,US,TX,KLHB,30.867,-96.617,+0087.0,20040525,20051231
720304,64752,WINGS FIELD AIRPORT,US,PA,KLOM,40.1,-75.267,+0092.1,20050101,20170325
720304,99999,WINGS FLD,US,PA,KLOM,40.133,-75.267,+0092.0,20040525,20041231
720305,99999,DECATUR MUNI,US,TX,KLUD,33.25,-97.583,+0319.0,20040525,20051231
720307,63804,MADISON CO EXECUTIVE ARPT,US,AL,KMDQ,34.861,-86.557,+0230.1,20060101,20170325
720308,04992,MILLARD AIRPORT,US,NE,KMLE,41.196,-96.112,+0319.7,20060101,20170325
720309,99999,MT PLEASANT MUNI,US,IA,KMPZ,40.95,-91.517,+0224.0,20040525,20051231
720311,99999,MT PLEASANT,US,TX,KOSA,33.1,-94.967,+0111.0,20040525,20051231
720312,04964,PELLA MUNICIPAL AIRPORT,US,IA,KPEA,41.4,-92.946,+0269.8,20060101,20170325
